lv0,lv1,lv2,aux
강원특별자치도,강릉시,강동면,산성우리 모전리 안인진리 상시동리 하시동리 안인리 심곡리 언별리 정동진리 임곡리
강원특별자치도,강릉시,강문동,강문동
강원특별자치도,강릉시,견소동,견소동
강원특별자치도,강릉시,교동,교동
강원특별자치도,강릉시,구정면,금광리 어단리 학산리 여찬리 덕현리 제비리 구정리
강원특별자치도,강릉시,금학동,금학동
강원특별자치도,강릉시,난곡동,난곡동
강원특별자치도,강릉시,남문동,남문동
강원특별자치도,강릉시,남항진동,남항진동
강원특별자치도,강릉시,내곡동,내곡동
강원특별자치도,강릉시,노암동,노암동
강원특별자치도,강릉시,담산동,담산동
강원특별자치도,강릉시,대전동,대전동
강원특별자치도,강릉시,두산동,두산동
강원특별자치도,강릉시,명주동,명주동
강원특별자치도,강릉시,박월동,박월동
강원특별자치도,강릉시,병산동,병산동
강원특별자치도,강릉시,사천면,방동리 미노리 판교리 산대월리 석교리 덕실리 사기막리 사천진리 노동리
강원특별자치도,강릉시,성남동,성남동
강원특별자치도,강릉시,성내동,성내동
강원특별자치도,강릉시,성산면,구산리 송암리 보광리 오봉리 관음리 어흘리 위촌리 금산리 산북리
강원특별자치도,강릉시,송정동,송정동
강원특별자치도,강릉시,신석동,신석동
강원특별자치도,강릉시,안현동,안현동
강원특별자치도,강릉시,연곡면,방내리 유등리 송림리 신왕리 동덕리 삼산리 영진리 퇴곡리 행정리
강원특별자치도,강릉시,옥계면,북동리 주수리 현내리 금진리 조산리 낙풍리 산계리 남양리 천남리 도직리
강원특별자치도,강릉시,옥천동,옥천동
강원특별자치도,강릉시,왕산면,고단리 목계리 대기리 도마리 왕산리 송현리
강원특별자치도,강릉시,용강동,용강동
강원특별자치도,강릉시,운산동,운산동
강원특별자치도,강릉시,운정동,운정동
강원특별자치도,강릉시,월호평동,월호평동
강원특별자치도,강릉시,유산동,유산동
강원특별자치도,강릉시,유천동,유천동
강원특별자치도,강릉시,임당동,임당동
강원특별자치도,강릉시,입암동,입암동
강원특별자치도,강릉시,장현동,장현동
강원특별자치도,강릉시,저동,저동
강원특별자치도,강릉시,주문진읍,주문리 삼교리 장덕리 교항리 향호리
강원특별자치도,강릉시,죽헌동,죽헌동
강원특별자치도,강릉시,지변동,지변동
강원특별자치도,강릉시,청량동,청량동
강원특별자치도,강릉시,초당동,초당동
강원특별자치도,강릉시,포남동,포남동
강원특별자치도,강릉시,학동,학동
강원특별자치도,강릉시,홍제동,홍제동
강원특별자치도,강릉시,회산동,회산동
강원특별자치도,고성군,간성읍,상리 탑동리 장신리 금수리 간촌리 해상리 탑현리 어천리 광산리 진부리 동호리 교동리 흘리 신안리 하리 선유실리 봉호리
강원특별자치도,고성군,거진읍,용하리 대대리 오정리 송죽리 송포리 초계리 자산리 거진리 석문리 냉천리 봉평리 원당리 송정리 화포리 송강리 반암리 산북리
강원특별자치도,고성군,수동면,신탄리 고미성리 사천리 덕산리 사비리 신대리 상원리 외면리
강원특별자치도,고성군,죽왕면,인정리 송암리 삼포리 가진리 오호리 오봉리 야촌리 구성리 문암진리 향목리 공현진리 마좌리
강원특별자치도,고성군,토성면,성대리 천진리 교암리 도원리 봉포리 청간리 아야진리 운봉리 금화정리 용암리 용촌리 신평리 학야리 원암리 인흥리 백촌리 성천리
강원특별자치도,고성군,현내면,마차진리 사천리 대진리 명호리 초도리 검장리 송도진리 명파리 화곡리 죽정리 산학리 제진리 마달리 철통리 대강리 배봉리 송현리
강원특별자치도,동해시,괴란동,괴란동
강원특별자치도,동해시,구미동,구미동
강원특별자치도,동해시,구호동,구호동
강원특별자치도,동해시,귀운동,귀운동
강원특별자치도,동해시,나안동,나안동
강원특별자치도,동해시,내동,내동
강원특별자치도,동해시,단봉동,단봉동
강원특별자치도,동해시,달방동,달방동
강원특별자치도,동해시,대구동,대구동
강원특별자치도,동해시,대진동,대진동
강원특별자치도,동해시,동회동,동회동
강원특별자치도,동해시,만우동,만우동
강원특별자치도,동해시,망상동,망상동
강원특별자치도,동해시,묵호진동,묵호진동
강원특별자치도,동해시,발한동,발한동
강원특별자치도,동해시,부곡동,부곡동
강원특별자치도,동해시,북평동,북평동
강원특별자치도,동해시,비천동,비천동
강원특별자치도,동해시,삼화동,삼화동
강원특별자치도,동해시,송정동,송정동
강원특별자치도,동해시,쇄운동,쇄운동
강원특별자치도,동해시,신흥동,신흥동
강원특별자치도,동해시,심곡동,심곡동
강원특별자치도,동해시,어달동,어달동
강원특별자치도,동해시,용정동,용정동
강원특별자치도,동해시,이기동,이기동
강원특별자치도,동해시,이도동,이도동
강원특별자치도,동해시,이로동,이로동
강원특별자치도,동해시,지가동,지가동
강원특별자치도,동해시,지흥동,지흥동
강원특별자치도,동해시,천곡동,천곡동
강원특별자치도,동해시,초구동,초구동
강원특별자치도,동해시,추암동,추암동
강원특별자치도,동해시,평릉동,평릉동
강원특별자치도,동해시,호현동,호현동
강원특별자치도,동해시,효가동,효가동
강원특별자치도,삼척시,가곡면,풍곡리 오목리 동활리 오저리 탕곡리
강원특별자치도,삼척시,갈천동,갈천동
강원특별자치도,삼척시,건지동,건지동
강원특별자치도,삼척시,교동,교동
강원특별자치도,삼척시,근덕면,궁촌리 광태리 상맹방리 용화리 금계리 초곡리 덕산리 동막리 하맹방리 교가리 교곡리 부남리 매원리 장호리
강원특별자치도,삼척시,근산동,근산동
강원특별자치도,삼척시,남양동,남양동
강원특별자치도,삼척시,노곡면,하군천리 주지리 개산리 상마읍리 중마읍리 하마읍리 둔달리 고자리 상반천리 우발리 상월산리 여삼리 상천기리 상군천리 하반천리 하월산리
강원특별자치도,삼척시,당저동,당저동
강원특별자치도,삼척시,도경동,도경동
강원특별자치도,삼척시,도계읍,구사리 마교리 고사리 무건리 한내리 상덕리 흥전리 전두리 신리 발이리 심포리 차구리 도계리 황조리 점리 산기리 늑구리
강원특별자치도,삼척시,등봉동,등봉동
강원특별자치도,삼척시,마달동,마달동
강원특별자치도,삼척시,마평동,마평동
강원특별자치도,삼척시,미로면,상정리 고천리 삼거리 사둔리 상거노리 내미로리 활기리 무사리 상사전리 동산리 하거노리 하사전리 천기리 하정리
강원특별자치도,삼척시,사직동,사직동
강원특별자치도,삼척시,성남동,성남동
강원특별자치도,삼척시,성내동,성내동
강원특별자치도,삼척시,성북동,성북동
강원특별자치도,삼척시,신기면,대평리 안의리 서하리 대기리 신기리 대이리 마차리 고무릉리
강원특별자치도,삼척시,오분동,오분동
강원특별자치도,삼척시,오사동,오사동
강원특별자치도,삼척시,우지동,우지동
강원특별자치도,삼척시,원당동,원당동
강원특별자치도,삼척시,원덕읍,월천리 노경리 임원리 호산리 옥원리 사곡리 기곡리 이천리 갈남리 산양리 노곡리
강원특별자치도,삼척시,읍상동,읍상동
강원특별자치도,삼척시,읍중동,읍중동
강원특별자치도,삼척시,자원동,자원동
강원특별자치도,삼척시,적노동,적노동
강원특별자치도,삼척시,정상동,정상동
강원특별자치도,삼척시,정하동,정하동
강원특별자치도,삼척시,조비동,조비동
강원특별자치도,삼척시,증산동,증산동
강원특별자치도,삼척시,평전동,평전동
강원특별자치도,삼척시,하장면,갈전리 공전리 대전리 한소리 토산리 판문리 장전리 둔전리 중봉리 용연리 숙암리 추동리 광동리 번천리 어리 역둔리
강원특별자치도,속초시,교동,교동
강원특별자치도,속초시,금호동,금호동
강원특별자치도,속초시,노학동,노학동
강원특별자치도,속초시,대포동,대포동
강원특별자치도,속초시,도문동,도문동
강원특별자치도,속초시,동명동,동명동
강원특별자치도,속초시,설악동,설악동
강원특별자치도,속초시,영랑동,영랑동
강원특별자치도,속초시,장사동,장사동
강원특별자치도,속초시,조양동,조양동
강원특별자치도,속초시,중앙동,중앙동
강원특별자치도,속초시,청학동,청학동
강원특별자치도,속초시,청호동,청호동
강원특별자치도,양구군,국토정중앙면,심포리 청리 명곶리 야촌리 적리 원리 가오작리 도촌리 창리 두무리 송우리 용하리 황강리 구암리 죽리
강원특별자치도,양구군,동면,팔랑리 월운리 후곡리 원당리 지석리 덕곡리 사태리 비아리 임당리
강원특별자치도,양구군,방산면,송현리 장평리 건솔리 금악리 천미리 고방산리 현리 오미리 칠전리
강원특별자치도,양구군,양구읍,동수리 수인리 석현리 이리 학조리 하리 정림리 군량리 고대리 공수리 도사리 상무룡리 상리 안대리 공리 월명리 죽곡리 중리 한전리 송청리 웅진리
강원특별자치도,양구군,해안면,월산리 만대리 오유리 후리 이현리 현리
강원특별자치도,양양군,강현면,광석리 답리 장산리 금풍리 정암리 주청리 둔전리 전진리 사교리 물갑리 물치리 석교리 상복리 침교리 중복리 간곡리 강선리 용호리 하복리 방축리 적은리 회룡리
강원특별자치도,양양군,서면,북평리 미천리 용소리 용천리 갈천리 장승리 서선리 북암리 논화리 송어리 내현리 수리 가라피리 서림리 공수전리 오색리 영덕리 상평리 범부리 송천리
강원특별자치도,양양군,손양면,하양혈리 동호리 학포리 부소치리 밀양리 주리 송전리 삽존리 수산리 하왕도리 도화리 상운리 우암리 석계리 오산리 여운포리 상왕도리 간리 상양혈리 가평리 와리 금강리 수여리 송현리
강원특별자치도,양양군,양양읍,군행리 내곡리 서문리 조산리 성내리 송암리 구교리 포월리 감곡리 청곡리 정손리 거마리 월리 화일리 남문리 기리 연창리 임천리 사천리
강원특별자치도,양양군,현남면,후포매리 지리 하월천리 지경리 견불리 주리 두리 창리 인구리 정자리 임호정리 북분리 동산리 남애리 광진리 원포리 시변리 전포매리 상월천리 죽리 입암리
강원특별자치도,양양군,현북면,장리 말곡리 도리 중광정리 법수치리 대치리 원일전리 잔교리 하광정리 명지리 어성전리 면옥치리 상광정리 기사문리
강원특별자치도,영월군,김삿갓면,진별리 외룡리 내리 주문리 각동리 예밀리 옥동리 와석리 대야리
강원특별자치도,영월군,남면,연당리 조전리 북쌍리 광천리 창원리 토교리
강원특별자치도,영월군,무릉도원면,두산리 무릉리 도원리 운학리 법흥리
강원특별자치도,영월군,북면,공기리 덕상리 문곡리 마차리 연덕리
강원특별자치도,영월군,산솔면,이목리 직동리 화원리 석항리 연상리 녹전리
강원특별자치도,영월군,상동읍,구래리 내덕리 덕구리 천평리
강원특별자치도,영월군,영월읍,방절리 거운리 연하리 삼옥리 흥월리 문산리 영흥리 하송리 팔괴리 정양리 덕포리
강원특별자치도,영월군,주천면,도천리 판운리 금마리 신일리 용석리 주천리
강원특별자치도,영월군,한반도면,광전리 신천리 후탄리 쌍용리 옹정리
강원특별자치도,원주시,가현동,가현동
강원특별자치도,원주시,개운동,개운동
강원특별자치도,원주시,관설동,관설동
강원특별자치도,원주시,귀래면,주포리 귀래리 운계리 운남리 용암리
강원특별자치도,원주시,단계동,단계동
강원특별자치도,원주시,단구동,단구동
강원특별자치도,원주시,명륜동,명륜동
강원특별자치도,원주시,무실동,무실동
강원특별자치도,원주시,문막읍,궁촌리 건등리 후용리 취병리 동화리 대둔리 반계리 문막리 포진리 비두리
강원특별자치도,원주시,반곡동,반곡동
강원특별자치도,원주시,봉산동,봉산동
강원특별자치도,원주시,부론면,손곡리 단강리 법천리 노림리 흥호리 정산리
강원특별자치도,원주시,소초면,학곡리 흥양리 둔둔리 수암리 장양리 교항리 평장리 의관리
강원특별자치도,원주시,신림면,송계리 황둔리 구학리 용암리 금창리 신림리 성남리
강원특별자치도,원주시,우산동,우산동
강원특별자치도,원주시,원동,원동
강원특별자치도,원주시,인동,인동
강원특별자치도,원주시,일산동,일산동
강원특별자치도,원주시,중앙동,중앙동
강원특별자치도,원주시,지정면,안창리 신평리 가곡리 월송리 보통리 간현리 판대리
강원특별자치도,원주시,태장동,태장동
강원특별자치도,원주시,판부면,금대리 서곡리 신촌리
강원특별자치도,원주시,평원동,평원동
강원특별자치도,원주시,학성동,학성동
강원특별자치도,원주시,행구동,행구동
강원특별자치도,원주시,호저면,옥산리 고산리 산현리 매호리 만종리 대덕리 용곡리 광격리 무장리 주산리
강원특별자치도,원주시,흥업면,사제리 흥업리 대안리 매지리
강원특별자치도,인제군,기린면,북리 방동리 현리 진동리 서리
강원특별자치도,인제군,남면,신남리 하수내리 정자리 신풍리 소치리 신월리 관대리 부평리 상수내리 갑둔리 수산리 남전리 어론리
강원특별자치도,인제군,북면,월학리 용대리 한계리 원통리
강원특별자치도,인제군,상남면,김부리 하남리 미산리 상남리
강원특별자치도,인제군,서화면,장승리 서화리 가전리 심적리 서흥리 천도리 서희리
강원특별자치도,인제군,인제읍,고사리 남북리 원대리 가리산리 합강리 덕산리 귀둔리 덕적리 가아리 상동리 하추리
강원특별자치도,정선군,고한읍,고한리
강원특별자치도,정선군,남면,광덕리 유평리 무릉리 낙동리 문곡리
강원특별자치도,정선군,북평면,남평리 숙암리 나전리 북평리 장열리 문곡리
강원특별자치도,정선군,사북읍,사북리 직전리
강원특별자치도,정선군,신동읍,예미리 천포리 조동리 가사리 덕천리 운치리 고성리 방제리
강원특별자치도,정선군,여량면,구절리 유천리 고양리 남곡리 봉정리 여량리
강원특별자치도,정선군,임계면,임계리 가목리 덕암리 도전리 송계리 봉산리 문래리 반천리 낙천리 직원리 용산리 고양리
강원특별자치도,정선군,정선읍,신월리 광하리 북실리 가수리 덕우리 귤암리 용탄리 애산리 여탄리 봉양리 덕송리 회동리
강원특별자치도,정선군,화암면,북동리 백전리 석곡리 몰운리 화암리 건천리 호촌리
강원특별자치도,철원군,갈말읍,토성리 문혜리 군탄리 동막리 지경리 신철원리 지포리 강포리 내대리 정연리 상사리
강원특별자치도,철원군,근남면,양지리 육단리 풍암리 마현리 잠곡리 사곡리
강원특별자치도,철원군,근동면,광삼리 방통리
강원특별자치도,철원군,근북면,율목리 백덕리 금곡리 유곡리
강원특별자치도,철원군,김화읍,청양리 읍내리 암정리 감봉리 용양리 운장리 학사리 도창리 생창리
강원특별자치도,철원군,동송읍,관우리 양지리 대위리 하갈리 장흥리 이평리 이길리 강산리 중강리 상노리 오지리 오덕리
강원특별자치도,철원군,서면,와수리 자등리
강원특별자치도,철원군,원남면,백양리 노동리 경상리 풍동리 구룡리 죽대리 월봉리 주파리 진현리 개야리 남둔리
강원특별자치도,철원군,원동면,등대리 송실리 용연리 세현리
강원특별자치도,철원군,임남면,달전리 과호리 좌패리 수동리
강원특별자치도,철원군,철원읍,홍원리 중리 율이리 독검리 월하리 중세리 대마리 유정리 사요리 관전리 가단리 외촌리 산명리 화지리 내포리
강원특별자치도,춘천시,교동,교동
강원특별자치도,춘천시,근화동,근화동
강원특별자치도,춘천시,낙원동,낙원동
강원특별자치도,춘천시,남면,추곡리 박암리 발산리 관천리 한덕리 가정리 후동리
강원특별자치도,춘천시,남산면,광판리 행촌리 방하리 창촌리 강촌리 수동리 산수리 서천리 백양리 방곡리
강원특별자치도,춘천시,동내면,사암리 거두리 고은리 신촌리 학곡리
강원특별자치도,춘천시,동면,월곡리 장학리 평촌리 상걸리 품걸리 신이리 품안리 만천리 감정리 지내리
강원특별자치도,춘천시,동산면,조양리 원창리 군자리 봉명리
강원특별자치도,춘천시,봉의동,봉의동
강원특별자치도,춘천시,북산면,조교리 청평리 대동리 오항리 추곡리 물로리 추전리 부귀리 내평리 대곡리
강원특별자치도,춘천시,사농동,사농동
강원특별자치도,춘천시,사북면,지촌리 송암리 고성리 원평리 오탄리 지암리 신포리 가일리 고탄리 인람리
강원특별자치도,춘천시,삼천동,삼천동
강원특별자치도,춘천시,서면,서상리 월송리 금산리 신매리 안보리 덕두원리 현암리 당림리 방동리 오월리
강원특별자치도,춘천시,석사동,석사동
강원특별자치도,춘천시,송암동,송암동
강원특별자치도,춘천시,신동,신동
강원특별자치도,춘천시,신동면,정족리 증리 의암리 팔미리 혈동리
강원특별자치도,춘천시,신북읍,율문리 발산리 지내리 산천리 용산리 유포리 천전리
강원특별자치도,춘천시,약사동,약사동
강원특별자치도,춘천시,옥천동,옥천동
강원특별자치도,춘천시,온의동,온의동
강원특별자치도,춘천시,요선동,요선동
강원특별자치도,춘천시,우두동,우두동
강원특별자치도,춘천시,운교동,운교동
강원특별자치도,춘천시,조양동,조양동
강원특별자치도,춘천시,죽림동,죽림동
강원특별자치도,춘천시,중도동,중도동
강원특별자치도,춘천시,칠전동,칠전동
강원특별자치도,춘천시,퇴계동,퇴계동
강원특별자치도,춘천시,효자동,효자동
강원특별자치도,춘천시,후평동,후평동
강원특별자치도,태백시,금천동,금천동
강원특별자치도,태백시,동점동,동점동
강원특별자치도,태백시,문곡동,문곡동
강원특별자치도,태백시,백산동,백산동
강원특별자치도,태백시,상사미동,상사미동
강원특별자치도,태백시,소도동,소도동
강원특별자치도,태백시,원동,원동
강원특별자치도,태백시,장성동,장성동
강원특별자치도,태백시,적각동,적각동
강원특별자치도,태백시,조탄동,조탄동
강원특별자치도,태백시,창죽동,창죽동
강원특별자치도,태백시,철암동,철암동
강원특별자치도,태백시,통동,통동
강원특별자치도,태백시,하사미동,하사미동
강원특별자치도,태백시,혈동,혈동
강원특별자치도,태백시,화전동,화전동
강원특별자치도,태백시,황지동,황지동
강원특별자치도,평창군,대관령면,병내리 수하리 횡계리 차항리 유천리 용산리
강원특별자치도,평창군,대화면,대화리 신리 상안미리 하안미리 개수리
강원특별자치도,평창군,미탄면,평안리 창리 기화리 수청리 한탄리 회동리 율치리 마하리 백운리
강원특별자치도,평창군,방림면,계촌리 방림리 운교리
강원특별자치도,평창군,봉평면,무이리 덕거리 면온리 유포리 평촌리 진조리 창동리 원길리 흥정리
강원특별자치도,평창군,용평면,도사리 용전리 노동리 백옥포리 장평리 재산리 이목정리 속사리
강원특별자치도,평창군,진부면,하진부리 신기리 호명리 상월오개리 마평리 두일리 송정리 수항리 봉산리 척천리 탑동리 상진부리 간평리 장전리 동산리 거문리 막동리 화의리
강원특별자치도,평창군,평창읍,중리 용항리 노론리 종부리 천동리 다수리 조둔리 임하리 뇌운리 도돈리 계장리 대하리 고길리 하일리 하리 조동리 원당리 주진리 지동리 대상리 향동리 천변리 입탄리 상리 이곡리 마지리 유동리 여만리 약수리 후평리 응암리
강원특별자치도,홍천군,남면,월천리 화전리 신대리 유치리 용수리 명동리 제곡리 시동리 남노일리 양덕원리 유목정리
강원특별자치도,홍천군,내면,율전리 명개리 창촌리 광원리 방내리 자운리
강원특별자치도,홍천군,내촌면,와야리 광암리 서곡리 도관리 화상대리 문현리 물걸리 답풍리
강원특별자치도,홍천군,두촌면,원동리 괘석리 천현리 장남리 자은리 철정리 역내리
강원특별자치도,홍천군,북방면,능평리 굴지리 전치곡리 도사곡리 역전평리 북방리 소매곡리 성동리 중화계리 화동리 하화계리 원소리 구만리 부사원리 장항리 본궁리 상화계리 노일리
강원특별자치도,홍천군,서면,모곡리 길곡리 개야리 반곡리 동막리 굴업리 어유포리 두미리 팔봉리 마곡리 대곡리 중방대리
강원특별자치도,홍천군,서석면,어론리 청량리 하군두리 검산리 상군두리 풍암리 생곡리 수하리
강원특별자치도,홍천군,영귀미면,개운리 속초리 방량리 삼현리 덕치리 월운리 신봉리 후동리 좌운리 노천리 성수리
강원특별자치도,홍천군,홍천읍,삼마치리 태학리 결운리 장전평리 상오안리 검율리 희망리 갈마곡리 신장대리 하오안리 연봉리 와동리 진리
강원특별자치도,홍천군,화촌면,성산리 풍천리 내삼포리 장평리 구성포리 야시대리 외삼포리 굴운리 주음치리 군업리 송정리
강원특별자치도,화천군,간동면,도송리 유촌리 용호리 오음리 간척리 방천리 구만리
강원특별자치도,화천군,사내면,삼일리 명월리 용담리 사창리 광덕리
강원특별자치도,화천군,상서면,봉오리 산양리 신풍리 구운리 다목리 마현리 파포리 노동리 장촌리 신대리 부촌리
강원특별자치도,화천군,하남면,위라리 논미리 용암리 안평리 삼화리 서오지리 계성리 거례리 원천리
강원특별자치도,화천군,화천읍,신읍리 풍산리 하리 대이리 동촌리 중리 상리 아리
강원특별자치도,횡성군,갑천면,율동리 부동리 하대리 병지방리 대관대리 추동리 전촌리 구방리 화전리 중금리 매일리 삼거리 포동리 상대리
강원특별자치도,횡성군,강림면,월현리 부곡리 강림리
강원특별자치도,횡성군,공근면,도곡리 상동리 초원리 학담리 행정리 매곡리 창봉리 오산리 가곡리 덕촌리 수백리 청곡리 공근리 어둔리 부창리 상창봉리 신촌리 삼배리
강원특별자치도,횡성군,둔내면,현천리 마암리 태기리 두원리 삽교리 조항리 석문리 영랑리 우용리 자포곡리 화동리 둔방내리 궁종리
강원특별자치도,횡성군,서원면,창촌리 금대리 유현리 압곡리 옥계리 석화리
강원특별자치도,횡성군,안흥면,지구리 가천리 성산리 안흥리 소사리 상안리 송한리
강원특별자치도,횡성군,우천면,정금리 양적리 하대리 용둔리 상하가리 우항리 하궁리 산전리 오원리 문암리 상대리 백달리 법주리 두곡리
강원특별자치도,횡성군,청일면,봉명리 춘당리 고시리 갑천리 속실리 신대리 유평리 초현리 유동리
강원특별자치도,횡성군,횡성읍,송전리 학곡리 조곡리 읍하리 내지리 영영포리 북천리 추동리 모평리 청용리 교항리 정암리 갈풍리 묵계리 마산리 가담리 궁천리 마옥리 곡교리 생운리 입석리 개전리 읍상리 반곡리 옥동리 남산리
경기도,가평군,가평읍,산유리 마장리 개곡리 승안리 경반리 금대리 하색리 이화리 복장리 상색리 읍내리 달전리 두밀리 대곡리
경기도,가평군,북면,적목리 제령리 백둔리 이곡리 소법리 도대리 목동리 화악리
경기도,가평군,상면,원흥리 행현리 덕현리 연하리 상동리 율길리 태봉리 임초리 항사리 봉수리
경기도,가평군,설악면,선촌리 사룡리 묵안리 천안리 회곡리 방일리 미사리 엄소리 창의리 설곡리 송산리 이천리 신천리 위곡리 가일리
경기도,가평군,조종면,운악리 마일리 신하리 상판리 대보리 신상리 현리
경기도,가평군,청평면,삼회리 청평리 호명리 대성리 하천리 고성리 상천리
경기도,고양시,덕양구,오금동 내곡동 현천동 효자동 행신동 신원동 고양동 지축동 주교동 강매동 토당동 덕은동 신평동 선유동 화전동 관산동 내유동 화정동 대자동 성사동 대장동 원흥동 벽제동 원당동 삼송동 동산동 향동동 도내동 행주내동 행주외동 북한동 용두동
경기도,고양시,일산동구,산황동 식사동 마두동 중산동 풍동 문봉동 사리현동 지영동 설문동 장항동 성석동 정발산동 백석동
경기도,고양시,일산서구,일산동 구산동 탄현동 법곳동 대화동 가좌동 덕이동 주엽동
경기도,과천시,갈현동,갈현동
경기도,과천시,과천동,과천동
경기도,과천시,관문동,관문동
경기도,과천시,막계동,막계동
경기도,과천시,문원동,문원동
경기도,과천시,별양동,별양동
경기도,과천시,부림동,부림동
경기도,과천시,원문동,원문동
경기도,과천시,주암동,주암동
경기도,과천시,중앙동,중앙동
경기도,광명시,가학동,가학동
경기도,광명시,광명동,광명동
경기도,광명시,노온사동,노온사동
경기도,광명시,소하동,소하동
경기도,광명시,옥길동,옥길동
경기도,광명시,일직동,일직동
경기도,광명시,철산동,철산동
경기도,광명시,하안동,하안동
경기도,광주시,경안동,경안동
경기도,광주시,고산동,고산동
경기도,광주시,곤지암읍,삼리 부항리 연곡리 유사리 열미리 곤지암리 건업리 삼합리 수양리 봉현리 신대리 이선리 오향리 장심리 신촌리 만선리
경기도,광주시,남종면,수청리 귀여리 분원리 검천리 삼성리 금사리 우천리 이석리
경기도,광주시,남한산성면,산성리 하번천리 불당리 엄미리 오전리 상번천리 검복리 광지원리
경기도,광주시,능평동,능평동
경기도,광주시,도척면,도웅리 유정리 상림리 추곡리 방도리 궁평리 진우리 노곡리
경기도,광주시,매산동,매산동
경기도,광주시,목동,목동
경기도,광주시,목현동,목현동
경기도,광주시,문형동,문형동
경기도,광주시,삼동,삼동
경기도,광주시,송정동,송정동
경기도,광주시,신현동,신현동
경기도,광주시,쌍령동,쌍령동
경기도,광주시,양벌동,양벌동
경기도,광주시,역동,역동
경기도,광주시,장지동,장지동
경기도,광주시,중대동,중대동
경기도,광주시,직동,직동
경기도,광주시,초월읍,지월리 산이리 대쌍령리 쌍동리 신월리 늑현리 학동리 선동리 무갑리 용수리 도평리 서하리
경기도,광주시,추자동,추자동
경기도,광주시,탄벌동,탄벌동
경기도,광주시,태전동,태전동
경기도,광주시,퇴촌면,도마리 관음리 도수리 무수리 영동리 정지리 우산리 광동리 원당리 오리
경기도,광주시,회덕동,회덕동
경기도,구리시,갈매동,갈매동
경기도,구리시,교문동,교문동
경기도,구리시,사노동,사노동
경기도,구리시,수택동,수택동
경기도,구리시,아천동,아천동
경기도,구리시,인창동,인창동
경기도,구리시,토평동,토평동
경기도,군포시,금정동,금정동
경기도,군포시,당동,당동
경기도,군포시,당정동,당정동
경기도,군포시,대야미동,대야미동
경기도,군포시,도마교동,도마교동
경기도,군포시,둔대동,둔대동
경기도,군포시,부곡동,부곡동
경기도,군포시,산본동,산본동
경기도,군포시,속달동,속달동
경기도,김포시,감정동,감정동
경기도,김포시,걸포동,걸포동
경기도,김포시,고촌읍,태리 풍곡리 향산리 전호리 신곡리
경기도,김포시,구래동,구래동
경기도,김포시,대곶면,송마리 석정리 약암리 상마리 오니산리 율생리 쇄암리 초원지리 대명리 대벽리 대능리 거물대리 신안리
경기도,김포시,마산동,마산동
경기도,김포시,북변동,북변동
경기도,김포시,사우동,사우동
경기도,김포시,양촌읍,흥신리 구래리 대포리 양곡리 유현리 석모리 누산리 학운리
경기도,김포시,운양동,운양동
경기도,김포시,월곶면,고막리 보구곶리 고양리 조강리 성동리 개곡리 갈산리 용강리 군하리 포내리
경기도,김포시,장기동,장기동
경기도,김포시,통진읍,서암리 귀전리 고정리 도사리 가현리 동을산리 옹정리 마송리 수참리
경기도,김포시,풍무동,풍무동
경기도,김포시,하성면,봉성리 시암리 전류리 마곡리 가금리 하사리 석탄리 마조리 마근포리 후평리 원산리 양택리
경기도,남양주시,금곡동,금곡동
경기도,남양주시,다산동,다산동
경기도,남양주시,도농동,도농동
경기도,남양주시,별내동,별내동
경기도,남양주시,별내면,광전리 용암리 청학리
경기도,남양주시,삼패동,삼패동
경기도,남양주시,수동면,내방리 운수리 입석리 지둔리 송천리 수산리 외방리
경기도,남양주시,수석동,수석동
경기도,남양주시,오남읍,양지리 오남리 팔현리
경기도,남양주시,와부읍,팔당리 월문리 덕소리 율석리 도곡리
경기도,남양주시,이패동,이패동
경기도,남양주시,일패동,일패동
경기도,남양주시,조안면,능내리 시우리 송촌리 삼봉리 조안리 진중리
경기도,남양주시,지금동,지금동
경기도,남양주시,진건읍,진관리 배양리 송능리 사능리 신월리 용정리
경기도,남양주시,진접읍,장현리 부평리 내각리 진벌리 금곡리 연평리 내곡리 팔야리
경기도,남양주시,퇴계원읍,퇴계원리
경기도,남양주시,평내동,평내동
경기도,남양주시,호평동,호평동
경기도,남양주시,화도읍,구암리 묵현리 답내리 가곡리 금남리 마석우리 월산리
경기도,동두천시,걸산동,걸산동
경기도,동두천시,광암동,광암동
경기도,동두천시,동두천동,동두천동
경기도,동두천시,보산동,보산동
경기도,동두천시,상봉암동,상봉암동
경기도,동두천시,상패동,상패동
경기도,동두천시,생연동,생연동
경기도,동두천시,송내동,송내동
경기도,동두천시,안흥동,안흥동
경기도,동두천시,지행동,지행동
경기도,동두천시,탑동동,탑동동
경기도,동두천시,하봉암동,하봉암동
경기도,부천시,소사구,소사본동 범박동 계수동 괴안동 심곡본동 옥길동 송내동
경기도,부천시,오정구,여월동 대장동 오정동 원종동 고강동 내동 삼정동 작동
경기도,부천시,원미구,소사동 춘의동 도당동 심곡동 중동 상동 역곡동 원미동 약대동
경기도,성남시,분당구,정자동 판교동 삼평동 대장동 백현동 율동 구미동 운중동 서현동 이매동 수내동 분당동 동원동 석운동 하산운동 야탑동 금곡동 궁내동
경기도,성남시,수정구,신촌동 수진동 복정동 시흥동 금토동 단대동 태평동 양지동 둔전동 산성동 고등동 창곡동 신흥동 상적동 사송동 오야동 심곡동
